Duplicate_Meeting_Flag,CTERM_TERM_CD,Term,Acad_Year,Class_Subject_Code,Class_Catalog_NBR,Class_Section,Short_Class_Description,Course_Description,Class_Component_Code,Class_Component,Day10_Enroll,Instruction_Mode_Code,Class_Subject,Instruction_Mode,Course_Topic_Description,Class_Acad_Org_Code,Class_Acad_Org,Class_Academic_Career_Code,Class_Academic_Career,Class_Academic_Group_Code,Class_Academic_Group,Enrollment_Cap,Room_Capacity_Request,Class_Type_Code,Class_Type_Descr,Course_Grading_Basis,Max_Credits,Min_Credits,Variable_Credits_Flag,Class_Campus_Code,Class_Campus,Class_Location,Building_Code,Room,Room_Type_Code,Room_Capacity,Class_Days,Class_Duration,Class_Start_Time,Class_End_Time,Class_Meeting_Start_Raw,Class_Meeting_End_Raw,CLASS_START_DATE,CLASS_END_DATE,Meeting_Pattern_Descr,Standard_Meeting_Pattern,Associated_Class,Number_of_PIs,Number_of_SIs,Number_of_TAs,Allow_Multi_Enroll_Flag,Equivalent_Course_ID,Equivalent_Course,Course_Fee_Flag,Allowable_FinAid_Credits,Course_Repeat_Limit,Autoenroll_Section_Key,Autoenroll_1,Autoenroll_2,CLASS_SID,CLASS_SESSION_CD,Course_ID,Course_Offer_SID,Course_Offer_Number,Class_Number,Course_Topic_ID,CLASS_SCHED_PRINT_INSTR,Course_SID,Class_Primary_Key,crosslist_dup,crosslist_id,Crosslisted_Enrollment_Cap,Crosslisted_Enrollment_Total,Crosslist_Combination_Type,crosslist_descr,CrossListed_Course_Flag
Class of Record,1248,Fall 2024,2024,BADM,3103,009,Business Information Systems,Business Information Systems,LSA,Lecture - Stand Alone,12,P,Business Administration,In Person,,BUSADMIN,School of Business,UGRD,Undergraduate,BUADM,School of Business,12,12,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0414,227,CSRM,43,NNNNYNN,150,64800,73800,06:00:00 PM,08:30:00 PM,2024-08-26,2024-12-06,,,9,1,,,N,00444,OPIM/BADM 3103,N,3,1,1248_BADM_3103_009,,,288304530,1,006811,38157991,2,14805,0,Y,,1248+14805+BADM+3103+009,0,1248-0604,40,40,B,"OPIM 3103, BADM 3103 (009)",C
Class of Record,1248,Fall 2024,2024,MUSI,1221,026,Secondary Applied Music,Secondary Applied Music,LAB,Laboratory,2,AR,Music,By Arrangement,Piano,MUSIC,Music,UGRD,Undergraduate,UCONN,University of Connecticut,4,4,E,Enrollment Section,Graded,1,1,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,26,1,,,Y,,,N,1,99,1248_MUSI_1221_026,,,288300314,1,007852,38149388,1,14806,16,Y,38142143,1248+14806+MUSI+1221+026,,,,,,,
Class of Record,1248,Fall 2024,2024,FED,5340,702,Field Practicum Extension,Field Practicum Extension,PRA,Practicum,1,AR,SW: Field Education Found,By Arrangement,,SOCIALWORK,School of Social Work,GRAD,Graduate,UCONN,University of Connecticut,1,1,E,Enrollment Section,Satisfactory/Unsatisfactory,5,1,Variable Credits,HRTFD,Hartford,HARTFORD,NRRHTFD,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,702,1,,,N,,,N,1,1,1248_FED_5340_702,,,288302440,1,016014,38159107,1,14807,0,Y,,1248+14807+FED+5340+702,,,,,,,
Class of Record,1248,Fall 2024,2024,MATH,5799,009,Independent Study,Independent Study,IND,Independent Study,1,AR,Mathematics,By Arrangement,,MATHEMATIC,Mathematics,GRAD,Graduate,UCONN,University of Connecticut,1,1,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,9,1,,,Y,,,N,1,30,1248_MATH_5799_009,,,288300023,1,019304,38150084,1,14808,0,Y,,1248+14808+MATH+5799+009,,,,,,,
Class of Record,1248,Fall 2024,2024,UNIV,4800,004,Senior Year Experience,Senior Year Experience,LSA,Lecture - Stand Alone,6,OA,University,Online Asynchronous,,UNIVERSITY,University Units,UGRD,Undergraduate,UCONN,University of Connecticut,12,12,E,Enrollment Section,Satisfactory/Unsatisfactory,1,1,,STORR,Storrs,STORRS,NRRSTOR,ONL,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,4,1,,,N,,,N,1,1,1248_UNIV_4800_004,,,288304664,1,014027,38150235,1,14809,0,Y,,1248+14809+UNIV+4800+004,,,,,,,
Class of Record,1248,Fall 2024,2024,GRAD,5991,010,Graduate Internship,Graduate Internship,PRA,Practicum,1,AR,Graduate School,By Arrangement,,GRAD,Graduate School,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Satisfactory/Unsatisfactory,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,10,1,,,N,,,N,1,9,1248_GRAD_5991_010,,,288290841,1,020008,38158744,1,14810,0,Y,,1248+14810+GRAD+5991+010,,,,,,,
Class of Record,1248,Fall 2024,2024,EDCI,5099,002,Independent Study in Education,Independent Study in Education,IND,Independent Study,1,AR,Edu Curriculum and Instruction,By Arrangement,,CURRICINST,Curriculum and Instruction,GRAD,Graduate,EDUCA,Neag School of Education,5,5,E,Enrollment Section,Graded,3,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,2,1,,,Y,,,N,1,6,1248_EDCI_5099_002,,,288302039,1,004446,38150269,1,14811,0,Y,,1248+14811+EDCI+5099+002,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4299,021,Independent Study,Independent Study,IND,Independent Study,1,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,21,1,,,Y,,,N,1,99,1248_NURS_4299_021,,,288296151,1,008236,38157494,1,14812,0,Y,,1248+14812+NURS+4299+021,,,,,,,
Class of Record,1248,Fall 2024,2024,ECON,2311Q,004,Econometrics I,Econometrics I,LSA,Lecture - Stand Alone,86,P,Economics,In Person,,ECONOMICS,Economics,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,90,90,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0487,101,CSRM,208,NYNYNNN,75,65400,69900,06:10:00 PM,07:25:00 PM,2024-08-26,2024-12-06,,,4,1,,,N,00287,ECON 212 w/skill codes,N,3,1,1248_ECON_2311Q_004,,,288290695,1,003463,38150520,1,14813,0,Y,,1248+14813+ECON+2311Q+004,,,,,,,
Class of Record,1248,Fall 2024,2024,COMM,4300W,001,Advanced Media Effects,Advanced Media Effects,LSA,Lecture - Stand Alone,17,OA,Communication,Online Asynchronous,,COMMUNSCI,Communication Sciences,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,19,19,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,NRRSTOR,ONL,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,1,1,,,N,01015,COMM 4035/W,N,3,1,1248_COMM_4300W_001,,,288290863,1,016756,38153433,1,14814,0,Y,,1248+14814+COMM+4300W+001,,,,,,,
Class of Record,1248,Fall 2024,2024,LING,3799,006,Independent Study,Independent Study,IND,Independent Study,1,AR,Linguistics,By Arrangement,,LINGUISTIC,Linguistics,UGRD,Undergraduate,UCONN,University of Connecticut,3,3,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,6,1,,,Y,,,N,1,99,1248_LING_3799_006,,,288299667,1,007358,38148993,1,14815,0,Y,,1248+14815+LING+3799+006,,,,,,,
Class of Record,1248,Fall 2024,2024,UNIV,1800,837,FYE University Learning Skills,FYE University Learning Skills,SEM,Seminar,9,P,University,In Person,,UNIVERSITY,University Units,UGRD,Undergraduate,UCONN,University of Connecticut,20,20,E,Enrollment Section,Graded,1,1,,STMFD,Stamford,STAMFORD,3004,209,CSRM,24,NNYNNNN,50,61500,64500,05:05:00 PM,05:55:00 PM,2024-08-26,2024-12-06,,,837,1,,,N,,,N,1,1,1248_UNIV_1800_837,,,288290102,1,007052,38157765,1,14816,0,Y,,1248+14816+UNIV+1800+837,,,,,,,
Class of Record,1248,Fall 2024,2024,PHIL,1104,812,Philosophy and Social Ethics,Philosophy and Social Ethics,LSA,Lecture - Stand Alone,35,OS,Philosophy,Online Synchronous,,PHILOSOPHY,Philosophy,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,35,35,E,Enrollment Section,Graded,3,3,,STMFD,Stamford,STAMFORD,NRRSTMD,ONL,NRR,0,NNYNNNN,150,50400,59400,02:00:00 PM,04:30:00 PM,2024-08-26,2024-12-06,,,812,1,,,N,,,N,3,1,1248_PHIL_1104_812,,,288297150,1,008597,38153057,1,14817,0,Y,,1248+14817+PHIL+1104+812,,,,,,,
Class of Record,1248,Fall 2024,2024,TRNS,8364,020,Scholarship & Discovery Stage3,Scholarship and Discovery Stage 3,IND,Independent Study,1,P,Transformation,In Person,,MED SCHOOL,School of Medicine,MED,Medical School,MED,School of Medicine,999,999,E,Enrollment Section,Graded,8,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-08-12,2024-09-20,,,20,,,,Y,,,N,1,99,1248_TRNS_8364_020,,,288295838,M3,017842,38149430,1,14818,0,,,1248+14818+TRNS+8364+020,,,,,,,
Class of Record,1248,Fall 2024,2024,EMED,8407,009,Emergency Ultrasound Elective,Emergency Ultrasound Elective,CLN,Clinical,1,P,Emergency Medicine,In Person,,MED SCHOOL,School of Medicine,MED,Medical School,MED,School of Medicine,999,999,E,Enrollment Section,Graded,8,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-09-30,2024-10-11,,,9,,,,Y,,,N,1,99,1248_EMED_8407_009,,,288295400,M4,017850,38149433,1,14819,0,,,1248+14819+EMED+8407+009,,,,,,,
Class of Record,1248,Fall 2024,2024,EEB,5889,012,Research,Research,IND,Independent Study,2,AR,Ecology and Evolutionary Bio,By Arrangement,,ECOEVOLBIO,Ecology and Evolutionary Bio,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,12,1,,,Y,,,N,1,10,1248_EEB_5889_012,,,288302497,1,002442,38157643,1,14820,0,Y,,1248+14820+EEB+5889+012,,,,,,,
Class of Record,1248,Fall 2024,2024,ART,1000,802,Art Appreciation,Art Appreciation,LSA,Lecture - Stand Alone,19,P,Art,In Person,,ARTARTHIST,Art and Art History,UGRD,Undergraduate,FNART,School of Fine Arts,45,45,E,Enrollment Section,Graded,3,3,,STMFD,Stamford,STAMFORD,3004,212,CSRM,49,NNNNNYN,150,34200,43200,09:30:00 AM,12:00:00 PM,2024-08-26,2024-12-06,,,802,1,,,N,,,N,3,1,1248_ART_1000_802,,,288296123,1,001689,38157513,1,14821,0,Y,,1248+14821+ART+1000+802,,,,,,,
Class of Record,1248,Fall 2024,2024,ECON,1201,806,Principles of Microeconomics,Principles of Microeconomics,LSA,Lecture - Stand Alone,39,P,Economics,In Person,,ECONOMICS,Economics,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,45,45,E,Enrollment Section,Graded,3,3,,STMFD,Stamford,STAMFORD,3004,257,CSRM,48,NNNNYNN,150,50400,59400,02:00:00 PM,04:30:00 PM,2024-08-26,2024-12-06,,,806,1,,,N,,,N,3,1,1248_ECON_1201_806,,,288291989,1,003444,38152666,1,14822,0,Y,,1248+14822+ECON+1201+806,,,,,,,
Class of Record,1248,Fall 2024,2024,MATH,1132Q,107D,Calculus II,Calculus II,DIS,Discussion,32,P,Mathematics,In Person,,MATHEMATIC,Mathematics,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,32,32,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0236,320,CSRM,43,NNNYNNN,50,52200,55200,02:30:00 PM,03:20:00 PM,2024-08-26,2024-12-06,,,107,,1,1,N,00237,MATH 116 w/skill codes,N,4,1,1248_MATH_1132Q_107D,1248_MATH_1132Q_100,,288302996,1,007491,38158640,1,14823,0,,,1248+14823+MATH+1132Q+107D,,,,,,,
Class of Record,1248,Fall 2024,2024,SOCI,1001,805,Introduction to Sociology,Introduction to Sociology,LSA,Lecture - Stand Alone,30,OS,Sociology,Online Synchronous,,SOCIOLOGY,Sociology,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,35,35,E,Enrollment Section,Graded,3,3,,STMFD,Stamford,STAMFORD,NRRSTMD,ONL,NRR,0,NYNYNNN,75,60000,64500,04:40:00 PM,05:55:00 PM,2024-08-26,2024-12-06,,,805,1,,,N,00670,SOCI 107 w/skill codes,N,3,1,1248_SOCI_1001_805,,,288290746,1,009763,38150761,1,14824,0,Y,,1248+14824+SOCI+1001+805,,,,,,,
Class of Record,1248,Fall 2024,2024,COMM,1100,805,Principles of Public Speaking,Principles of Public Speaking,LSA,Lecture - Stand Alone,16,P,Communication,In Person,,COMMUNSCI,Communication Sciences,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,25,25,E,Enrollment Section,Graded,3,3,,STMFD,Stamford,STAMFORD,3004,215,CSRM,35,NNNYNNN,150,44400,53400,12:20:00 PM,02:50:00 PM,2024-08-26,2024-12-06,,,805,1,,,N,,,N,3,1,1248_COMM_1100_805,,,288302104,1,003097,38150697,1,14825,0,Y,,1248+14825+COMM+1100+805,,,,,,,
Class of Record,1248,Fall 2024,2024,STAT,4299,002,Independent Study,Independent Study,IND,Independent Study,2,AR,Statistics,By Arrangement,,STATISTICS,Statistics,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,6,6,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,2,1,,,Y,00728,STAT 299 w/skill codes,N,1,99,1248_STAT_4299_002,,,288302524,1,010168,38157589,1,14829,0,Y,,1248+14829+STAT+4299+002,,,,,,,
Class of Record,1248,Fall 2024,2024,MKTG,5899,712,Independent Study in Marketing,Independent Study in Marketing,IND,Independent Study,1,AR,Marketing,By Arrangement,,MARKETING,Marketing,GRAD,Graduate,BUADM,School of Business,1,1,E,Enrollment Section,Graded,6,1,Variable Credits,HRTFD,Hartford,HARTFORD,NRRHTFD,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,712,1,,,Y,,,N,1,9,1248_MKTG_5899_712,,,288302715,1,020333,38157850,1,14830,0,Y,,1248+14830+MKTG+5899+712,,,,,,,
Class of Record,1248,Fall 2024,2024,GRAD,5991,011,Graduate Internship,Graduate Internship,PRA,Practicum,1,AR,Graduate School,By Arrangement,,GRAD,Graduate School,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Satisfactory/Unsatisfactory,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,11,1,,,N,,,N,1,9,1248_GRAD_5991_011,,,288302106,1,020008,38158744,1,14831,0,Y,,1248+14831+GRAD+5991+011,,,,,,,
Class of Record,1248,Fall 2024,2024,PHIL,5300,001,Indep Study for Grad Students,Independent Study for Graduate Students,IND,Independent Study,1,AR,Philosophy,By Arrangement,,PHILOSOPHY,Philosophy,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,1,1,,,Y,,,N,1,10,1248_PHIL_5300_001,,,288297731,1,008658,38150923,1,14832,0,Y,,1248+14832+PHIL+5300+001,,,,,,,
Class of Record,1248,Fall 2024,2024,ENVE,5020,017,Indep Grad Study in Envir Engr,Independent Graduate Study in Environmental Engineering,IND,Independent Study,1,AR,Environmental Engineering,By Arrangement,,CIVENVENG,Civil and Environmental Engr,GRAD,Graduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,17,1,,,N,,,N,1,4,1248_ENVE_5020_017,,,288299726,1,015294,38152643,1,14833,0,Y,,1248+14833+ENVE+5020+017,,,,,,,
Class of Record,1248,Fall 2024,2024,BLAW,5899,001,Independent Study Business Law,Independent Study in Business Law,IND,Independent Study,1,AR,Business Law,By Arrangement,,MARKETING,Marketing,GRAD,Graduate,BUADM,School of Business,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,1,1,,,Y,,,N,1,9,1248_BLAW_5899_001,,,288302807,1,020404,38154902,1,14834,0,,,1248+14834+BLAW+5899+001,,,,,,,
Class of Record,1248,Fall 2024,2024,DMD,5099,003,Independent Study,Independent Study,IND,Independent Study,1,AR,Digital Media and Design,By Arrangement,,DGTLMDDSN,Digital Media and Design,GRAD,Graduate,FNART,School of Fine Arts,5,5,E,Enrollment Section,Graded,6,1,Variable Credits,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,3,1,,,Y,,,N,1,15,1248_DMD_5099_003,,,288296716,1,016136,38155125,1,14835,0,Y,,1248+14835+DMD+5099+003,,,,,,,
Class of Record,1248,Fall 2024,2024,LAW,7994,L132,Teaching Assistantship,Teaching Assistantship,IND,Independent Study,2,P,Law,In Person,,LAW,Law,LAW,Law,LAW,School of Law,30,30,E,Enrollment Section,Pass/Not Pass,6,1,Variable Credits,LAW,School of Law,,,,,,NNNNNNN,,,,,,2024-08-26,2024-12-05,,,1,1,,,Y,,,N,1,1,1248_LAW_7994_L132,,,288298879,1,012382,38150362,1,14836,0,Y,,1248+14836+LAW+7994+L132,,,,,,,
Class of Record,1248,Fall 2024,2024,TRNS,8520,002,CLIC Longitudinal Elective,CLIC Longitudinal Elective,CLN,Clinical,1,P,Transformation,In Person,,MED SCHOOL,School of Medicine,MED,Medical School,MED,School of Medicine,999,999,E,Enrollment Section,Graded,4,0,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-08-26,2025-04-25,,,2,,,,Y,,,N,0,99,1248_TRNS_8520_002,,,288295983,M4,017946,38150075,1,14837,0,,,1248+14837+TRNS+8520+002,,,,,,,
Class of Record,1248,Fall 2024,2024,ENGL,1007,158,Seminar and Studio in Writing,Seminar and Studio in Writing and Multimodal Composition,SEM,Seminar,16,P,English,In Person,,ENGLISH,English,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,16,16,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0247,319,CSRM,22,NNYNYNN,75,45000,49500,12:30:00 PM,01:45:00 PM,2024-08-26,2024-12-06,,,158,1,,,N,,,N,4,1,1248_ENGL_1007_158,1248_ENGL_1007_101L,,288296564,1,019404,38157448,1,14838,0,Y,,1248+14838+ENGL+1007+158,,,,,,,
Class of Record,1248,Fall 2024,2024,ENGL,1007,159,Seminar and Studio in Writing,Seminar and Studio in Writing and Multimodal Composition,SEM,Seminar,16,P,English,In Person,,ENGLISH,English,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,16,16,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0004,111,CSRM,30,NNYNYNN,75,34200,38700,09:30:00 AM,10:45:00 AM,2024-08-26,2024-12-06,,,159,1,,,N,,,N,4,1,1248_ENGL_1007_159,1248_ENGL_1007_125L,,288302716,1,019404,38157448,1,14839,0,Y,,1248+14839+ENGL+1007+159,,,,,,,
Class of Record,1248,Fall 2024,2024,ENGL,1007,160,Seminar and Studio in Writing,Seminar and Studio in Writing and Multimodal Composition,SEM,Seminar,15,P,English,In Person,,ENGLISH,English,UGRD,Undergraduate,CLAS,Col Liberal Arts and Sciences,16,16,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,0238,164,CSRM,26,NYNYNNN,75,28800,33300,08:00:00 AM,09:15:00 AM,2024-08-26,2024-12-06,,,160,1,,,N,,,N,4,1,1248_ENGL_1007_160,1248_ENGL_1007_139L,,288303179,1,019404,38157448,1,14840,0,Y,,1248+14840+ENGL+1007+160,,,,,,,
Class of Record,1248,Fall 2024,2024,DENT,5495,F05,Independent Study,Independent Study,IND,Independent Study,3,P,Dental Science,In Person,,DENTALMED,Dental Medicine,GRAD,Graduate,UCONN,University of Connecticut,99,99,E,Enrollment Section,Graded,6,1,Variable Credits,UCHC,UConn Health Center,,,,,,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,5,1,,,Y,,,N,1,5,1248_DENT_5495_F05,,,288302810,1,010987,38149372,1,14841,0,Y,,1248+14841+DENT+5495+F05,,,,,,,
Class of Record,1248,Fall 2024,2024,LAW,7976,L01,SJD Continuous Registration,SJD Continuous Registration,ADM,Administrative,1,P,Law,In Person,,LAW,Law,LAW,Law,LAW,School of Law,20,20,E,Enrollment Section,Administrative Grade Basis,9,9,,LAW,School of Law,,,,,,,,,,,,2024-08-26,2024-12-05,,,1,,,,N,,,Y,9,6,1248_LAW_7976_L01,,,288303280,1,015893,38151078,1,14842,0,,,1248+14842+LAW+7976+L01,,,,,,,
Class of Record,1248,Fall 2024,2024,WGSS,3998,002,Variable Topics,Variable Topics,LSA,Lecture - Stand Alone,30,P,Women Gender Sexuality Studies,In Person,Feminism and Yoga,WOMENSTD,Women Gender Sexuality Studies,UGRD,Undergraduate,UCONN,University of Connecticut,30,30,E,Enrollment Section,Graded,3,3,,STORR,Storrs,STORRS,0329,204,CSRM,54,NNNYNNN,150,54000,63000,03:00:00 PM,05:30:00 PM,2024-08-26,2024-12-06,,,2,1,,,Y,,,N,3,99,1248_WGSS_3998_002,,,288291991,1,011327,38156581,1,14843,72,Y,38142238,1248+14843+WGSS+3998+002,,,,,,,
Class of Record,1248,Fall 2024,2024,EGEN,4197,004,Indep Study:Honors Thesis Prep,Independent Study: Honors Thesis Preparation,IND,Independent Study,1,AR,Education - General,By Arrangement,,EDUCATION,School of Education,UGRD,Undergraduate,UCONN,University of Connecticut,5,5,E,Enrollment Section,Honors Credit,3,3,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,4,1,,,Y,00769,EGEN 299/SKILL,N,3,99,1248_EGEN_4197_004,,,288302441,1,004963,38157257,1,14844,0,Y,,1248+14844+EGEN+4197+004,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,092C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,8,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,9,9,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,92,,1,,N,,,N,4,1,1248_NURS_4544_092C,1248_NURS_4544_090,,288300025,1,016358,38156971,1,14845,0,,,1248+14845+NURS+4544+092C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,093C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,8,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,8,8,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,93,,1,,N,,,N,4,1,1248_NURS_4544_093C,1248_NURS_4544_090,,288295531,1,016358,38156971,1,14846,0,,,1248+14846+NURS+4544+093C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,094C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,8,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,9,9,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,94,,1,,N,,,N,4,1,1248_NURS_4544_094C,1248_NURS_4544_090,,288304624,1,016358,38156971,1,14847,0,,,1248+14847+NURS+4544+094C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,095C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,9,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,9,9,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,95,,1,,N,,,N,4,1,1248_NURS_4544_095C,1248_NURS_4544_090,,288296395,1,016358,38156971,1,14848,0,,,1248+14848+NURS+4544+095C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,096C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,8,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,8,8,E,Enrollment Section,Graded,4,4,,STORR,Storrs,STORRS,NRRSTOR,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,96,,1,,N,,,N,4,1,1248_NURS_4544_096C,1248_NURS_4544_090,,288291963,1,016358,38156971,1,14849,0,,,1248+14849+NURS+4544+096C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,303C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,7,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,7,7,E,Enrollment Section,Graded,4,4,,WTBY,Waterbury,WATERBURY,NRRWTBY,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,303,,1,,N,,,N,4,1,1248_NURS_4544_303C,1248_NURS_4544_090,,288298234,1,016358,38156971,1,14851,0,,,1248+14851+NURS+4544+303C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,304C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,7,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,7,7,E,Enrollment Section,Graded,4,4,,WTBY,Waterbury,WATERBURY,NRRWTBY,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,304,,1,,N,,,N,4,1,1248_NURS_4544_304C,1248_NURS_4544_090,,288290789,1,016358,38156971,1,14852,0,,,1248+14852+NURS+4544+304C,,,,,,,
Class of Record,1248,Fall 2024,2024,NURS,4544,305C,Nurs Prac for Comm Health,Theory and Nursing Practice for Community Health,CLN,Clinical,5,AR,Nursing,By Arrangement,,NURSING,School of Nursing,UGRD,Undergraduate,NURSE,School of Nursing,6,6,E,Enrollment Section,Graded,4,4,,WTBY,Waterbury,WATERBURY,NRRWTBY,ARR,NRR,0,NNNNNNN,,,,,,2024-08-26,2024-12-06,,,305,,1,,N,,,N,4,1,1248_NURS_4544_305C,1248_NURS_4544_090,,288290824,1,016358,38156971,1,14853,0,,,1248+14853+NURS+4544+305C,,,,,,,
